,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,calledMethod,size_p,diff
53,1607884439564:895d474c-7e4e-484c-90d0-c48a9f541645,1607884439564:be7a4337-843c-4915-b09e-adc14563a9ea,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
55,1607884439564:79b7a7c0-6347-4105-99a6-fdd6eb391a9f,1607884439564:1014ec6d-10b3-483a-b8a3-62a0fc39c41b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
56,1607884439564:79b7a7c0-6347-4105-99a6-fdd6eb391a9f,1607884439564:1014ec6d-10b3-483a-b8a3-62a0fc39c41b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
58,1607884439564:74642fd9-c4ba-45c8-a1af-2706bac2f29b,1607884439565:39388572-9348-4928-8849-ce213f821ab2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
59,1607884439564:74642fd9-c4ba-45c8-a1af-2706bac2f29b,1607884439565:39388572-9348-4928-8849-ce213f821ab2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
61,1607884439564:74642fd9-c4ba-45c8-a1af-2706bac2f29b,1607884439564:144d1be0-3f7b-4ad0-be13-dc803dae6c84,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
62,1607884439564:74642fd9-c4ba-45c8-a1af-2706bac2f29b,1607884439564:144d1be0-3f7b-4ad0-be13-dc803dae6c84,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
63,1607884439564:74642fd9-c4ba-45c8-a1af-2706bac2f29b,1607884439564:144d1be0-3f7b-4ad0-be13-dc803dae6c84,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
64,1607884439564:74642fd9-c4ba-45c8-a1af-2706bac2f29b,1607884439564:144d1be0-3f7b-4ad0-be13-dc803dae6c84,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
65,1607884439564:74642fd9-c4ba-45c8-a1af-2706bac2f29b,1607884439564:144d1be0-3f7b-4ad0-be13-dc803dae6c84,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
67,1607884439564:62add154-1c5b-47e0-b976-d5b4b66f5a5e,1607884439564:e8c4d0cc-7746-4612-a8cf-921fa56a281e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
68,1607884439564:62add154-1c5b-47e0-b976-d5b4b66f5a5e,1607884439564:e8c4d0cc-7746-4612-a8cf-921fa56a281e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
70,1607884439564:62add154-1c5b-47e0-b976-d5b4b66f5a5e,1607884439564:52d2d9c0-ac61-40ad-904e-75ac5d4b99a2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
71,1607884439564:62add154-1c5b-47e0-b976-d5b4b66f5a5e,1607884439564:52d2d9c0-ac61-40ad-904e-75ac5d4b99a2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
72,1607884439564:62add154-1c5b-47e0-b976-d5b4b66f5a5e,1607884439564:52d2d9c0-ac61-40ad-904e-75ac5d4b99a2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
73,1607884439564:62add154-1c5b-47e0-b976-d5b4b66f5a5e,1607884439564:52d2d9c0-ac61-40ad-904e-75ac5d4b99a2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
74,1607884439564:62add154-1c5b-47e0-b976-d5b4b66f5a5e,1607884439564:52d2d9c0-ac61-40ad-904e-75ac5d4b99a2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
76,1607884439564:4d63c27e-1535-4a60-827a-00027261134c,1607884439564:a65f25aa-94d7-4b65-b5ce-8d20986c906f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
77,1607884439564:4d63c27e-1535-4a60-827a-00027261134c,1607884439564:a65f25aa-94d7-4b65-b5ce-8d20986c906f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
79,1607884439564:4434ab52-8c7a-42b3-b5aa-c0ea141903a2,1607884439564:ab188d8b-fe2e-4cbe-aeb9-30f8e403ccf8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
80,1607884439564:4434ab52-8c7a-42b3-b5aa-c0ea141903a2,1607884439564:ab188d8b-fe2e-4cbe-aeb9-30f8e403ccf8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
81,1607884439564:4434ab52-8c7a-42b3-b5aa-c0ea141903a2,1607884439564:ab188d8b-fe2e-4cbe-aeb9-30f8e403ccf8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
82,1607884439564:4434ab52-8c7a-42b3-b5aa-c0ea141903a2,1607884439564:ab188d8b-fe2e-4cbe-aeb9-30f8e403ccf8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
83,1607884439564:4434ab52-8c7a-42b3-b5aa-c0ea141903a2,1607884439564:ab188d8b-fe2e-4cbe-aeb9-30f8e403ccf8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
85,1607884439564:4434ab52-8c7a-42b3-b5aa-c0ea141903a2,1607884439564:8da0b16a-1fbd-4db1-9270-6d364b563f84,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
86,1607884439564:4434ab52-8c7a-42b3-b5aa-c0ea141903a2,1607884439564:8da0b16a-1fbd-4db1-9270-6d364b563f84,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
88,1607884439563:e18c4424-3536-4cb0-8a3f-f6d5467fadef,1607884439563:be0ed794-eeb0-4cce-8920-5a2644b2a187,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
89,1607884439563:e18c4424-3536-4cb0-8a3f-f6d5467fadef,1607884439563:be0ed794-eeb0-4cce-8920-5a2644b2a187,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
91,1607884439563:e18c4424-3536-4cb0-8a3f-f6d5467fadef,1607884439563:05e67974-4210-4c98-a1d8-606e20721ab4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
92,1607884439563:e18c4424-3536-4cb0-8a3f-f6d5467fadef,1607884439563:05e67974-4210-4c98-a1d8-606e20721ab4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
94,1607884439563:dcc8eca7-fbbd-4d94-a664-98d4101f2f1d,1607884439563:9befecde-a7ad-4691-a45a-6787ae703402,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
95,1607884439563:dcc8eca7-fbbd-4d94-a664-98d4101f2f1d,1607884439563:9befecde-a7ad-4691-a45a-6787ae703402,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
97,1607884439563:bf7cf145-373c-4949-87e5-66d0eb5893b6,1607884439563:c93861cc-53c5-4170-9060-cded04428e0f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
98,1607884439563:bf7cf145-373c-4949-87e5-66d0eb5893b6,1607884439563:c93861cc-53c5-4170-9060-cded04428e0f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
100,1607884439563:bf7cf145-373c-4949-87e5-66d0eb5893b6,1607884439563:140bc516-1324-464d-ae17-66a2468cabfe,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
103,1607884439563:79d99849-97cc-425a-96ed-4e713b1387c1,1607884439563:65f5100a-0083-48cb-85be-66441fd4312c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
104,1607884439563:79d99849-97cc-425a-96ed-4e713b1387c1,1607884439563:65f5100a-0083-48cb-85be-66441fd4312c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
106,1607884439563:61716f8f-cdeb-4376-bfb2-76aaaea9fe99,1607884439563:aecb41ea-ae28-4cce-9990-6acbe118af6e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
108,1607884439563:61716f8f-cdeb-4376-bfb2-76aaaea9fe99,1607884439563:290ec7d1-c55c-4bd6-9037-dbad36010093,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
109,1607884439563:61716f8f-cdeb-4376-bfb2-76aaaea9fe99,1607884439563:290ec7d1-c55c-4bd6-9037-dbad36010093,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
111,1607884439563:29f31657-81b3-47c0-bc21-365243190278,1607884439563:de08486f-5718-46a6-9424-8a33fb9631f0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
113,1607884439563:29f31657-81b3-47c0-bc21-365243190278,1607884439563:d742f4fe-db79-4a7d-a54d-9a5656923e3f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
114,1607884439563:29f31657-81b3-47c0-bc21-365243190278,1607884439563:d742f4fe-db79-4a7d-a54d-9a5656923e3f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
116,1607884439562:f579d713-b621-43f7-bec6-75675138b2b6,1607884439562:90471780-ca4b-4427-83b0-e331e1744de3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
117,1607884439562:f579d713-b621-43f7-bec6-75675138b2b6,1607884439562:90471780-ca4b-4427-83b0-e331e1744de3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
119,1607884439562:f579d713-b621-43f7-bec6-75675138b2b6,1607884439562:60016dc6-d7a7-4788-a18b-e12f9a740f0f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
120,1607884439562:f579d713-b621-43f7-bec6-75675138b2b6,1607884439562:60016dc6-d7a7-4788-a18b-e12f9a740f0f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
122,1607884439562:bd17c23f-8fc2-4036-a0a8-0a82a7d770a1,1607884439562:b6f8f1d5-93b3-4cfb-a420-fbe1c36d2937,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
123,1607884439562:bd17c23f-8fc2-4036-a0a8-0a82a7d770a1,1607884439562:b6f8f1d5-93b3-4cfb-a420-fbe1c36d2937,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","calledMethod == ""pop""","size_p == ""0""",No
125,1607884439562:bd17c23f-8fc2-4036-a0a8-0a82a7d770a1,1607884439562:54a7a3c1-32bc-4937-8fa1-dde0af2f2ddf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
126,1607884439562:bd17c23f-8fc2-4036-a0a8-0a82a7d770a1,1607884439562:54a7a3c1-32bc-4937-8fa1-dde0af2f2ddf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
127,1607884439562:bd17c23f-8fc2-4036-a0a8-0a82a7d770a1,1607884439562:54a7a3c1-32bc-4937-8fa1-dde0af2f2ddf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
128,1607884439562:bd17c23f-8fc2-4036-a0a8-0a82a7d770a1,1607884439562:54a7a3c1-32bc-4937-8fa1-dde0af2f2ddf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
